"tre_cn","prev_tre_cn","plt_cn.re","plot_id","tree_status.re","species","dbh_in.re","plt_cn.init","tree_status.init","dbh_in.init","survived"
"449496317489998","8921037010901","345933355489998","6-3-57-59992","live","ABCO",29.9,"8920951010901","live",29.3,TRUE
"449496321489998","8921042010901","345933355489998","6-3-57-59992","live","OTHER",2.3,"8920951010901","live",1.1,TRUE
"449496318489998","8921038010901","345933355489998","6-3-57-59992","live","CADE27",43.7,"8920951010901","live",42.7,TRUE
"449496320489998","8921040010901","345933355489998","6-3-57-59992","live","PSME",39,"8920951010901","live",37.3,TRUE
"449496322489998","8921043010901","345933355489998","6-3-57-59992","dead","ABCO",NA,"8920951010901","live",6,FALSE
"449565057489998","8922183010901","345936523489998","6-3-61-59388","harvested","CADE27",NA,"8922158010901","live",15.9,FALSE
"449565059489998","8922185010901","345936523489998","6-3-61-59388","harvested","ABCO",NA,"8922158010901","live",25.9,FALSE
"449565062489998","8922192010901","345936523489998","6-3-61-59388","dead","ABCO",NA,"8922158010901","live",2.4,FALSE
"449565063489998","8922193010901","345936523489998","6-3-61-59388","dead","ABCO",NA,"8922158010901","live",1.4,FALSE
"449565066489998","8922194010901","345936523489998","6-3-61-59388","harvested","ABCO",NA,"8922158010901","live",11.1,FALSE
"449565067489998","8922195010901","345936523489998","6-3-61-59388","harvested","ABCO",NA,"8922158010901","live",15.5,FALSE
"449565068489998","8922196010901","345936523489998","6-3-61-59388","harvested","ABCO",NA,"8922158010901","live",11.5,FALSE
"449565069489998","8922197010901","345936523489998","6-3-61-59388","harvested","ABCO",NA,"8922158010901","live",12.9,FALSE
"449565070489998","8922198010901","345936523489998","6-3-61-59388","harvested","ABCO",NA,"8922158010901","live",12.5,FALSE
"449565074489998","8922202010901","345936523489998","6-3-61-59388","harvested","ABCO",NA,"8922158010901","live",15.8,FALSE
"449565071489998","8922199010901","345936523489998","6-3-61-59388","harvested","ABCO",NA,"8922158010901","live",22.4,FALSE
"449565072489998","8922200010901","345936523489998","6-3-61-59388","harvested","ABCO",NA,"8922158010901","live",20.4,FALSE
"449565073489998","8922201010901","345936523489998","6-3-61-59388","harvested","ABCO",NA,"8922158010901","live",6.7,FALSE
"449565075489998","8922203010901","345936523489998","6-3-61-59388","harvested","ABCO",NA,"8922158010901","live",9.6,FALSE
"449565076489998","8922204010901","345936523489998","6-3-61-59388","harvested","ABCO",NA,"8922158010901","live",17.5,FALSE
"449565077489998","8922205010901","345936523489998","6-3-61-59388","harvested","ABCO",NA,"8922158010901","live",18.5,FALSE
"449565078489998","8922206010901","345936523489998","6-3-61-59388","dead","CADE27",NA,"8922158010901","live",6.5,FALSE
"449565080489998","8922208010901","345936523489998","6-3-61-59388","harvested","CADE27",NA,"8922158010901","live",5,FALSE
"449565083489998","8922209010901","345936523489998","6-3-61-59388","harvested","ABCO",NA,"8922158010901","live",17.3,FALSE
"449565086489998","8922212010901","345936523489998","6-3-61-59388","harvested","PILA",NA,"8922158010901","live",32.1,FALSE
"449565087489998","8922215010901","345936523489998","6-3-61-59388","harvested","ABCO",NA,"8922158010901","live",19.8,FALSE
"449565088489998","8922216010901","345936523489998","6-3-61-59388","harvested","PIPO",NA,"8922158010901","live",26.2,FALSE
"449565089489998","8922219010901","345936523489998","6-3-61-59388","harvested","ABCO",NA,"8922158010901","live",16.1,FALSE
"449565090489998","8922220010901","345936523489998","6-3-61-59388","harvested","PIPO",NA,"8922158010901","live",25.3,FALSE
"449565091489998","8922221010901","345936523489998","6-3-61-59388","harvested","PIPO",NA,"8922158010901","live",16.9,FALSE
"449565092489998","8922222010901","345936523489998","6-3-61-59388","harvested","CADE27",NA,"8922158010901","live",8.3,FALSE
"449565094489998","8922224010901","345936523489998","6-3-61-59388","harvested","ABCO",NA,"8922158010901","live",16.8,FALSE
"449565098489998","8922225010901","345936523489998","6-3-61-59388","harvested","ABCO",NA,"8922158010901","live",48.7,FALSE
"449565099489998","8922226010901","345936523489998","6-3-61-59388","harvested","ABCO",NA,"8922158010901","live",22,FALSE
"449565100489998","8922227010901","345936523489998","6-3-61-59388","dead","ABCO",9.1,"8922158010901","live",9.1,FALSE
"449565101489998","8922228010901","345936523489998","6-3-61-59388","harvested","ABCO",NA,"8922158010901","live",8.7,FALSE
"449565102489998","8922229010901","345936523489998","6-3-61-59388","dead","ABCO",7,"8922158010901","live",7.3,FALSE
"449565103489998","8922230010901","345936523489998","6-3-61-59388","harvested","ABCO",NA,"8922158010901","live",12.3,FALSE
"449565104489998","8922231010901","345936523489998","6-3-61-59388","harvested","ABCO",NA,"8922158010901","live",20,FALSE
"449565105489998","8922232010901","345936523489998","6-3-61-59388","harvested","PILA",NA,"8922158010901","live",16,FALSE
"449565106489998","8922233010901","345936523489998","6-3-61-59388","dead","ABCO",5.9,"8922158010901","live",6.1,FALSE
"449544786489998","8924853010901","345935653489998","6-3-63-55187","live","OTHER",55.8,"8924828010901","live",55.3,TRUE
"449544787489998","8924855010901","345935653489998","6-3-63-55187","live","ABCO",7,"8924828010901","live",5.9,TRUE
"449544788489998","8924856010901","345935653489998","6-3-63-55187","live","ABCO",6.5,"8924828010901","live",5.9,TRUE
"449544790489998","8924858010901","345935653489998","6-3-63-55187","live","ABCO",34.2,"8924828010901","live",33.2,TRUE
"449544792489998","8924860010901","345935653489998","6-3-63-55187","live","ABCO",39.5,"8924828010901","live",39.1,TRUE
"449544793489998","8924862010901","345935653489998","6-3-63-55187","live","ABCO",42.7,"8924828010901","live",43.4,TRUE
"449544794489998","8924864010901","345935653489998","6-3-63-55187","live","ABCO",37.3,"8924828010901","live",35.8,TRUE
"449544795489998","8924866010901","345935653489998","6-3-63-55187","live","ABCO",39.6,"8924828010901","live",38.5,TRUE
"449544797489998","8924869010901","345935653489998","6-3-63-55187","live","OTHER",6,"8924828010901","live",5,TRUE
"449544798489998","8924870010901","345935653489998","6-3-63-55187","live","ABCO",7.5,"8924828010901","live",6.4,TRUE
"449544799489998","8924871010901","345935653489998","6-3-63-55187","live","ABCO",9.5,"8924828010901","live",8.2,TRUE
"449544800489998","8924872010901","345935653489998","6-3-63-55187","live","ABCO",28.1,"8924828010901","live",26.4,TRUE
"449544801489998","8924873010901","345935653489998","6-3-63-55187","live","OTHER",35.5,"8924828010901","live",35,TRUE
"449544803489998","8924876010901","345935653489998","6-3-63-55187","live","ABCO",3.6,"8924828010901","live",3.5,TRUE
"449544804489998","8924877010901","345935653489998","6-3-63-55187","dead","ABCO",1.2,"8924828010901","live",1.2,FALSE
"449544805489998","8924878010901","345935653489998","6-3-63-55187","live","ABCO",5.6,"8924828010901","live",5,TRUE
"449544809489998","8924880010901","345935653489998","6-3-63-55187","live","OTHER",40.1,"8924828010901","live",39.8,TRUE
"449544810489998","8924882010901","345935653489998","6-3-63-55187","live","ABCO",29.8,"8924828010901","live",28.4,TRUE
"449544811489998","8924883010901","345935653489998","6-3-63-55187","live","ABCO",10.6,"8924828010901","live",9.5,TRUE
"449544813489998","8924885010901","345935653489998","6-3-63-55187","dead","OTHER",26.2,"8924828010901","live",26.4,FALSE
"449544814489998","8924886010901","345935653489998","6-3-63-55187","live","ABCO",31.3,"8924828010901","live",29.8,TRUE
"449544816489998","8924890010901","345935653489998","6-3-63-55187","dead","ABCO",4,"8924828010901","live",3.9,FALSE
"449544819489998","8924891010901","345935653489998","6-3-63-55187","dead","ABCO",38.6,"8924828010901","live",38.5,FALSE
"449544820489998","8924892010901","345935653489998","6-3-63-55187","live","ABCO",6.2,"8924828010901","live",5.8,TRUE
"449544821489998","8924893010901","345935653489998","6-3-63-55187","live","PILA",26.6,"8924828010901","live",25.3,TRUE
"449544822489998","8924894010901","345935653489998","6-3-63-55187","live","ABCO",27.1,"8924828010901","live",26.5,TRUE
"449544823489998","8924895010901","345935653489998","6-3-63-55187","live","ABCO",46.1,"8924828010901","live",45.2,TRUE
"449544825489998","8924898010901","345935653489998","6-3-63-55187","live","ABCO",44.8,"8924828010901","live",43.9,TRUE
"449544826489998","8924899010901","345935653489998","6-3-63-55187","live","ABCO",51.7,"8924828010901","live",49.7,TRUE
"449544827489998","8924901010901","345935653489998","6-3-63-55187","live","OTHER",45.1,"8924828010901","live",44.5,TRUE
"449544828489998","8924903010901","345935653489998","6-3-63-55187","live","OTHER",55,"8924828010901","live",54.4,TRUE
"449544829489998","8924905010901","345935653489998","6-3-63-55187","live","OTHER",49.9,"8924828010901","live",48.9,TRUE
"449544830489998","8924907010901","345935653489998","6-3-63-55187","live","ABCO",6.6,"8924828010901","live",6.1,TRUE
"449544831489998","8924908010901","345935653489998","6-3-63-55187","live","ABCO",16.2,"8924828010901","live",14.6,TRUE
"449544832489998","8924909010901","345935653489998","6-3-63-55187","live","ABCO",45.7,"8924828010901","live",44.9,TRUE
"449544833489998","8924911010901","345935653489998","6-3-63-55187","live","OTHER",2.6,"8924828010901","live",2.4,TRUE
"449544834489998","8924912010901","345935653489998","6-3-63-55187","live","ABCO",22.5,"8924828010901","live",21.3,TRUE
"449544835489998","8924913010901","345935653489998","6-3-63-55187","live","ABCO",24.9,"8924828010901","live",24.4,TRUE
"449544836489998","8924914010901","345935653489998","6-3-63-55187","live","ABCO",26.1,"8924828010901","live",25,TRUE
"449544840489998","8924918010901","345935653489998","6-3-63-55187","live","OTHER",41.6,"8924828010901","live",41.5,TRUE
"449544842489998","8924921010901","345935653489998","6-3-63-55187","live","ABCO",34.3,"8924828010901","live",33.4,TRUE
"449544843489998","8924922010901","345935653489998","6-3-63-55187","live","ABCO",21.7,"8924828010901","live",20.8,TRUE
"449544845489998","8924924010901","345935653489998","6-3-63-55187","dead","ABCO",12.6,"8924828010901","live",12.6,FALSE
"449544846489998","8924925010901","345935653489998","6-3-63-55187","dead","ABCO",29.9,"8924828010901","live",29.4,FALSE
"449544847489998","8924927010901","345935653489998","6-3-63-55187","live","OTHER",41.8,"8924828010901","live",41.9,TRUE
"449544848489998","8924929010901","345935653489998","6-3-63-55187","live","ABCO",27.2,"8924828010901","live",25.9,TRUE
"449544849489998","8924930010901","345935653489998","6-3-63-55187","live","ABCO",26.7,"8924828010901","live",26,TRUE
"449544850489998","8924931010901","345935653489998","6-3-63-55187","live","ABCO",22.3,"8924828010901","live",22.8,TRUE
"449544851489998","8924932010901","345935653489998","6-3-63-55187","live","OTHER",32.7,"8924828010901","live",31.2,TRUE
"449544852489998","8924933010901","345935653489998","6-3-63-55187","live","OTHER",31.4,"8924828010901","live",30.6,TRUE
"449544853489998","8924934010901","345935653489998","6-3-63-55187","live","OTHER",30,"8924828010901","live",29.5,TRUE
"449496689489998","8926179010901","345933366489998","6-3-63-60183","dead","PSME",27.7,"8926158010901","live",27.8,FALSE
"449496691489998","8926181010901","345933366489998","6-3-63-60183","live","CADE27",28.1,"8926158010901","live",24.6,TRUE
"449496692489998","8926182010901","345933366489998","6-3-63-60183","live","CADE27",30.6,"8926158010901","live",30.2,TRUE
"449496693489998","8926183010901","345933366489998","6-3-63-60183","live","OTHER",32.8,"8926158010901","live",33.2,TRUE
"449496694489998","8926184010901","345933366489998","6-3-63-60183","live","CADE27",27.2,"8926158010901","live",26.1,TRUE
"449496696489998","8926186010901","345933366489998","6-3-63-60183","live","CADE27",25,"8926158010901","live",24.3,TRUE
"449496697489998","8926187010901","345933366489998","6-3-63-60183","live","CADE27",33.9,"8926158010901","live",33,TRUE
"449496698489998","8926188010901","345933366489998","6-3-63-60183","live","OTHER",12.2,"8926158010901","live",11,TRUE
"449496699489998","8926189010901","345933366489998","6-3-63-60183","live","PSME",22.1,"8926158010901","live",21,TRUE
"449496702489998","8926194010901","345933366489998","6-3-63-60183","dead","PSME",NA,"8926158010901","live",10,FALSE
"449496704489998","8926196010901","345933366489998","6-3-63-60183","dead","CADE27",NA,"8926158010901","live",37.4,FALSE
"449496705489998","8926197010901","345933366489998","6-3-63-60183","live","CADE27",33.2,"8926158010901","live",32.3,TRUE
"449496709489998","8926202010901","345933366489998","6-3-63-60183","dead","CADE27",27,"8926158010901","live",27.7,FALSE
"449496712489998","8926203010901","345933366489998","6-3-63-60183","live","CADE27",34.6,"8926158010901","live",34.1,TRUE
"449496714489998","8926207010901","345933366489998","6-3-63-60183","dead","OTHER",29.3,"8926158010901","live",29.9,FALSE
"449496715489998","8926208010901","345933366489998","6-3-63-60183","live","CADE27",28.7,"8926158010901","live",28.4,TRUE
"449496716489998","8926209010901","345933366489998","6-3-63-60183","dead","CADE27",NA,"8926158010901","live",19.9,FALSE
"449496717489998","8926210010901","345933366489998","6-3-63-60183","dead","CADE27",NA,"8926158010901","live",25,FALSE
"449496718489998","8926211010901","345933366489998","6-3-63-60183","live","OTHER",32.1,"8926158010901","live",31.7,TRUE
"449496719489998","8926212010901","345933366489998","6-3-63-60183","live","OTHER",25.2,"8926158010901","live",24.9,TRUE
"449496720489998","8926213010901","345933366489998","6-3-63-60183","live","PILA",22.4,"8926158010901","live",22.5,TRUE
"449496721489998","8926214010901","345933366489998","6-3-63-60183","live","CADE27",32.1,"8926158010901","live",31.3,TRUE
"449496722489998","8926215010901","345933366489998","6-3-63-60183","live","PSME",46.4,"8926158010901","live",46.1,TRUE
"449496726489998","8926221010901","345933366489998","6-3-63-60183","live","PILA",29.6,"8926158010901","live",28.9,TRUE
"449496723489998","8926216010901","345933366489998","6-3-63-60183","live","CADE27",16.6,"8926158010901","live",15.5,TRUE
"449496724489998","8926219010901","345933366489998","6-3-63-60183","live","CADE27",28.6,"8926158010901","live",27.4,TRUE
"449496725489998","8926220010901","345933366489998","6-3-63-60183","live","CADE27",34.1,"8926158010901","live",34.4,TRUE
"449565992489998","8923527010901","345936572489998","6-3-63-67253","live","ABCO",22.9,"8923502010901","live",20.5,TRUE
"449565993489998","8923529010901","345936572489998","6-3-63-67253","live","PSME",30.9,"8923502010901","live",27.2,TRUE
"449565994489998","8923530010901","345936572489998","6-3-63-67253","live","PSME",7,"8923502010901","live",6.6,TRUE
"449565995489998","8923532010901","345936572489998","6-3-63-67253","live","ABCO",6.8,"8923502010901","live",6.3,TRUE
"449565996489998","8923533010901","345936572489998","6-3-63-67253","live","ABCO",18.7,"8923502010901","live",17.7,TRUE
"449565997489998","8923534010901","345936572489998","6-3-63-67253","live","ABCO",11.9,"8923502010901","live",11.6,TRUE
"449565998489998","8923535010901","345936572489998","6-3-63-67253","dead","ABCO",6,"8923502010901","live",5.8,FALSE
"449565999489998","8923536010901","345936572489998","6-3-63-67253","live","ABCO",11.7,"8923502010901","live",11.1,TRUE
"449566000489998","8923539010901","345936572489998","6-3-63-67253","live","CADE27",11.3,"8923502010901","live",11,TRUE
"449566001489998","8923540010901","345936572489998","6-3-63-67253","live","ABCO",7.7,"8923502010901","live",7.4,TRUE
"449566002489998","8923541010901","345936572489998","6-3-63-67253","live","ABCO",17.3,"8923502010901","live",16.6,TRUE
"449566003489998","8923542010901","345936572489998","6-3-63-67253","live","PILA",39.9,"8923502010901","live",37.9,TRUE
"449566004489998","8923543010901","345936572489998","6-3-63-67253","live","ABCO",20.8,"8923502010901","live",18.6,TRUE
"449566005489998","8923544010901","345936572489998","6-3-63-67253","live","ABCO",7.2,"8923502010901","live",7,TRUE
"449566006489998","8923545010901","345936572489998","6-3-63-67253","live","PIPO",33.3,"8923502010901","live",31.4,TRUE
"449566007489998","8923547010901","345936572489998","6-3-63-67253","live","PILA",35.1,"8923502010901","live",32.5,TRUE
"449566009489998","8923549010901","345936572489998","6-3-63-67253","dead","ABCO",10,"8923502010901","live",9.3,FALSE
"449566011489998","8923551010901","345936572489998","6-3-63-67253","live","ABCO",12.1,"8923502010901","live",10.6,TRUE
"449566012489998","8923552010901","345936572489998","6-3-63-67253","live","ABCO",15.2,"8923502010901","live",13.6,TRUE
"449566013489998","8923553010901","345936572489998","6-3-63-67253","live","ABCO",8.3,"8923502010901","live",8.2,TRUE
"449566015489998","8923557010901","345936572489998","6-3-63-67253","live","ABCO",18.2,"8923502010901","live",16.9,TRUE
"449566016489998","8923558010901","345936572489998","6-3-63-67253","dead","PILA",25.6,"8923502010901","live",25.2,FALSE
"449566017489998","8923559010901","345936572489998","6-3-63-67253","live","ABCO",8.8,"8923502010901","live",8.2,TRUE
"449566020489998","8923563010901","345936572489998","6-3-63-67253","live","ABCO",18.1,"8923502010901","live",16.5,TRUE
"449566021489998","8923564010901","345936572489998","6-3-63-67253","live","ABCO",6.7,"8923502010901","live",6.6,TRUE
"449566022489998","8923565010901","345936572489998","6-3-63-67253","live","ABCO",7.1,"8923502010901","live",7,TRUE
"449566023489998","8923566010901","345936572489998","6-3-63-67253","live","ABCO",7.4,"8923502010901","live",7,TRUE
"449566024489998","8923568010901","345936572489998","6-3-63-67253","live","ABCO",9.7,"8923502010901","live",9.5,TRUE
"449566025489998","8923569010901","345936572489998","6-3-63-67253","live","ABCO",12.1,"8923502010901","live",10.9,TRUE
"449566026489998","8923571010901","345936572489998","6-3-63-67253","live","ABCO",32.3,"8923502010901","live",30.7,TRUE
"449566027489998","8923572010901","345936572489998","6-3-63-67253","live","ABCO",12.1,"8923502010901","live",11.1,TRUE
"449566028489998","8923573010901","345936572489998","6-3-63-67253","live","ABCO",27,"8923502010901","live",25.8,TRUE
"449566029489998","8923575010901","345936572489998","6-3-63-67253","live","ABCO",7.9,"8923502010901","live",7.8,TRUE
"449566030489998","8923576010901","345936572489998","6-3-63-67253","live","ABCO",28,"8923502010901","live",26.5,TRUE
"449566033489998","8923579010901","345936572489998","6-3-63-67253","dead","ABCO",6.6,"8923502010901","live",6.5,FALSE
"449566034489998","8923580010901","345936572489998","6-3-63-67253","live","PILA",52.9,"8923502010901","live",49.6,TRUE
"449566035489998","8923582010901","345936572489998","6-3-63-67253","live","ABCO",17.3,"8923502010901","live",14.8,TRUE
"449566039489998","8923586010901","345936572489998","6-3-63-67253","live","CADE27",9.6,"8923502010901","live",8.5,TRUE
"449566036489998","8923583010901","345936572489998","6-3-63-67253","live","ABCO",16.1,"8923502010901","live",14.4,TRUE
"449566037489998","8923584010901","345936572489998","6-3-63-67253","live","ABCO",14.8,"8923502010901","live",12.5,TRUE
"449566038489998","8923585010901","345936572489998","6-3-63-67253","live","ABCO",9.1,"8923502010901","live",8.1,TRUE
"449566040489998","8923587010901","345936572489998","6-3-63-67253","live","ABCO",17.8,"8923502010901","live",15.4,TRUE
"449566041489998","8923588010901","345936572489998","6-3-63-67253","live","ABCO",22.9,"8923502010901","live",20.3,TRUE
"449566042489998","8923591010901","345936572489998","6-3-63-67253","live","ABCO",8.9,"8923502010901","live",8.2,TRUE
"449566043489998","8923592010901","345936572489998","6-3-63-67253","live","CADE27",2.3,"8923502010901","live",1.5,TRUE
"449566044489998","8923593010901","345936572489998","6-3-63-67253","live","CADE27",1.9,"8923502010901","live",1.4,TRUE
"449566045489998","8923594010901","345936572489998","6-3-63-67253","live","CADE27",2.8,"8923502010901","live",1.8,TRUE
"449566046489998","8923595010901","345936572489998","6-3-63-67253","live","ABCO",18,"8923502010901","live",15.8,TRUE
"449566047489998","8923597010901","345936572489998","6-3-63-67253","dead","ABCO",6.6,"8923502010901","live",6.5,FALSE
"449566048489998","8923598010901","345936572489998","6-3-63-67253","live","ABCO",32.7,"8923502010901","live",31.8,TRUE
"449566049489998","8923599010901","345936572489998","6-3-63-67253","live","ABCO",16.2,"8923502010901","live",15.1,TRUE
"449566050489998","8923603010901","345936572489998","6-3-63-67253","live","ABCO",6.9,"8923502010901","live",6.7,TRUE
"449566051489998","8923605010901","345936572489998","6-3-63-67253","live","ABCO",13.4,"8923502010901","live",10.5,TRUE
"449566052489998","8923608010901","345936572489998","6-3-63-67253","live","PILA",35.1,"8923502010901","live",32,TRUE
"449566053489998","8923609010901","345936572489998","6-3-63-67253","live","PILA",36.1,"8923502010901","live",34.9,TRUE
"449566055489998","8923611010901","345936572489998","6-3-63-67253","live","ABCO",14.3,"8923502010901","live",12,TRUE
"449566056489998","8923612010901","345936572489998","6-3-63-67253","dead","PILA",NA,"8923502010901","live",42.1,FALSE
"449566057489998","8923614010901","345936572489998","6-3-63-67253","dead","ABCO",NA,"8923502010901","live",7.3,FALSE
"449566059489998","8923616010901","345936572489998","6-3-63-67253","live","ABCO",26.9,"8923502010901","live",25.3,TRUE
"449566060489998","8923617010901","345936572489998","6-3-63-67253","dead","ABCO",NA,"8923502010901","live",25.6,FALSE
"449566061489998","8923618010901","345936572489998","6-3-63-67253","live","ABCO",2.2,"8923502010901","live",2,TRUE
"449542918489998","8925200010901","345935591489998","6-3-63-76784","live","ABCO",27.6,"8925168010901","live",26.2,TRUE
"449542915489998","8925196010901","345935591489998","6-3-63-76784","live","PILA",26.6,"8925168010901","live",25.3,TRUE
"449542919489998","8925201010901","345935591489998","6-3-63-76784","harvested","CADE27",NA,"8925168010901","live",8,FALSE
"449542920489998","8925202010901","345935591489998","6-3-63-76784","harvested","ABCO",NA,"8925168010901","live",8,FALSE
"449542921489998","8925203010901","345935591489998","6-3-63-76784","live","ABCO",26.2,"8925168010901","live",24.8,TRUE
"449542922489998","8925204010901","345935591489998","6-3-63-76784","live","ABCO",27.7,"8925168010901","live",26.3,TRUE
"449542923489998","8925205010901","345935591489998","6-3-63-76784","harvested","PSME",NA,"8925168010901","live",18.1,FALSE
"449542924489998","8925206010901","345935591489998","6-3-63-76784","harvested","QUKE",NA,"8925168010901","live",5.1,FALSE
"449542925489998","8925207010901","345935591489998","6-3-63-76784","harvested","CADE27",NA,"8925168010901","live",6.6,FALSE
"449542926489998","8925208010901","345935591489998","6-3-63-76784","live","ABCO",12.5,"8925168010901","live",10.7,TRUE
"449542927489998","8925209010901","345935591489998","6-3-63-76784","harvested","ABCO",NA,"8925168010901","live",6.8,FALSE
"449542928489998","8925210010901","345935591489998","6-3-63-76784","live","PSME",26,"8925168010901","live",24.5,TRUE
"449542929489998","8925211010901","345935591489998","6-3-63-76784","live","ABCO",13.3,"8925168010901","live",11.9,TRUE
"449542930489998","8925212010901","345935591489998","6-3-63-76784","live","ABCO",17.5,"8925168010901","live",14.5,TRUE
"449542931489998","8925213010901","345935591489998","6-3-63-76784","dead","PSME",8.2,"8925168010901","live",8.3,FALSE
"449542932489998","8925214010901","345935591489998","6-3-63-76784","live","PSME",15.5,"8925168010901","live",14.3,TRUE
"449542933489998","8925215010901","345935591489998","6-3-63-76784","live","CADE27",11,"8925168010901","live",10.8,TRUE
"449542936489998","8925218010901","345935591489998","6-3-63-76784","live","PSME",28.7,"8925168010901","live",27.4,TRUE
"449542937489998","8925219010901","345935591489998","6-3-63-76784","dead","CADE27",NA,"8925168010901","live",6.4,FALSE
"449542938489998","8925220010901","345935591489998","6-3-63-76784","live","ABCO",14.5,"8925168010901","live",12.5,TRUE
"449542939489998","8925221010901","345935591489998","6-3-63-76784","harvested","ABCO",NA,"8925168010901","live",8.5,FALSE
"449542940489998","8925222010901","345935591489998","6-3-63-76784","live","QUKE",8.3,"8925168010901","live",7.9,TRUE
"449542941489998","8925223010901","345935591489998","6-3-63-76784","harvested","ABCO",NA,"8925168010901","live",7.7,FALSE
"449542942489998","8925224010901","345935591489998","6-3-63-76784","harvested","CADE27",NA,"8925168010901","live",6.5,FALSE
"449542943489998","8925225010901","345935591489998","6-3-63-76784","dead","ABCO",9.4,"8925168010901","live",9.3,FALSE
"449542944489998","8925226010901","345935591489998","6-3-63-76784","harvested","ABCO",NA,"8925168010901","live",6.7,FALSE
"449542945489998","8925227010901","345935591489998","6-3-63-76784","harvested","ABCO",NA,"8925168010901","live",5.3,FALSE
"449542946489998","8925228010901","345935591489998","6-3-63-76784","live","CADE27",11.7,"8925168010901","live",11.1,TRUE
"449542947489998","8925229010901","345935591489998","6-3-63-76784","live","ABCO",4,"8925168010901","live",3.7,TRUE
"449542949489998","8925231010901","345935591489998","6-3-63-76784","live","ABCO",31.3,"8925168010901","live",29.3,TRUE
"449542952489998","8925233010901","345935591489998","6-3-63-76784","dead","PILA",NA,"8925168010901","live",7.3,FALSE
"449542953489998","8925234010901","345935591489998","6-3-63-76784","live","ABCO",28,"8925168010901","live",26.9,TRUE
"449542954489998","8925235010901","345935591489998","6-3-63-76784","live","ABCO",10,"8925168010901","live",9.3,TRUE
"449542955489998","8925236010901","345935591489998","6-3-63-76784","live","CADE27",45.1,"8925168010901","live",43.8,TRUE
"449542956489998","8925237010901","345935591489998","6-3-63-76784","live","PSME",15.1,"8925168010901","live",13.6,TRUE
"449542958489998","8925239010901","345935591489998","6-3-63-76784","harvested","CADE27",NA,"8925168010901","live",6.7,FALSE
"449542959489998","8925240010901","345935591489998","6-3-63-76784","dead","ABCO",NA,"8925168010901","live",6.3,FALSE
"449542960489998","8925241010901","345935591489998","6-3-63-76784","live","PSME",14.7,"8925168010901","live",13.1,TRUE
"449542961489998","8925242010901","345935591489998","6-3-63-76784","harvested","CADE27",NA,"8925168010901","live",6.2,FALSE
"449542962489998","8925245010901","345935591489998","6-3-63-76784","harvested","CADE27",NA,"8925168010901","live",6,FALSE
"449542963489998","8925246010901","345935591489998","6-3-63-76784","live","PSME",16.9,"8925168010901","live",14.4,TRUE
"449542964489998","8925247010901","345935591489998","6-3-63-76784","harvested","CADE27",NA,"8925168010901","live",10.5,FALSE
"449542965489998","8925248010901","345935591489998","6-3-63-76784","live","CADE27",13.3,"8925168010901","live",12,TRUE
"449542966489998","8925249010901","345935591489998","6-3-63-76784","dead","CADE27",NA,"8925168010901","live",2.2,FALSE
"449542967489998","8925250010901","345935591489998","6-3-63-76784","dead","ABCO",NA,"8925168010901","live",3.5,FALSE
"449542968489998","8925251010901","345935591489998","6-3-63-76784","live","ABCO",29.4,"8925168010901","live",28.1,TRUE
"449542969489998","8925252010901","345935591489998","6-3-63-76784","live","ABCO",9.5,"8925168010901","live",8.6,TRUE
"449542970489998","8925253010901","345935591489998","6-3-63-76784","live","PSME",11.6,"8925168010901","live",10.9,TRUE
"449542973489998","8925258010901","345935591489998","6-3-63-76784","live","PSME",21.9,"8925168010901","live",20.6,TRUE
"449542974489998","8925259010901","345935591489998","6-3-63-76784","live","PSME",7.8,"8925168010901","live",7.2,TRUE
"449542975489998","8925260010901","345935591489998","6-3-63-76784","live","PSME",7.2,"8925168010901","live",6.5,TRUE
"449542977489998","8925262010901","345935591489998","6-3-63-76784","live","PILA",23.1,"8925168010901","live",21.8,TRUE
"449542978489998","8925263010901","345935591489998","6-3-63-76784","live","PSME",6.9,"8925168010901","live",6.8,TRUE
"449542982489998","8925267010901","345935591489998","6-3-63-76784","harvested","PSME",NA,"8925168010901","live",13.2,FALSE
"449542979489998","8925264010901","345935591489998","6-3-63-76784","live","PIPO",19.5,"8925168010901","live",18.7,TRUE
"449542981489998","8925266010901","345935591489998","6-3-63-76784","harvested","PSME",NA,"8925168010901","live",13.1,FALSE
"449542983489998","8925268010901","345935591489998","6-3-63-76784","live","PILA",34.5,"8925168010901","live",32.8,TRUE
"449542984489998","8925269010901","345935591489998","6-3-63-76784","live","PSME",1.3,"8925168010901","live",1.3,TRUE
"449542985489998","8925270010901","345935591489998","6-3-63-76784","live","PSME",4.4,"8925168010901","live",4,TRUE
"449542986489998","8925272010901","345935591489998","6-3-63-76784","dead","PILA",NA,"8925168010901","live",1.2,FALSE
"449542987489998","8925273010901","345935591489998","6-3-63-76784","live","ABCO",1.8,"8925168010901","live",1.8,TRUE
"449542988489998","8925274010901","345935591489998","6-3-63-76784","live","ABCO",2,"8925168010901","live",1.8,TRUE
"449560739489998","8926374010901","345936377489998","6-3-63-80299","live","PILA",32.2,"8926339010901","live",31.7,TRUE
"449560740489998","8926375010901","345936377489998","6-3-63-80299","live","PSME",32.9,"8926339010901","live",31.5,TRUE
"449560741489998","8926376010901","345936377489998","6-3-63-80299","live","PILA",24.4,"8926339010901","live",24.2,TRUE
