# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 1
# model = fecd_model_model
# start_datetime = 2023-07-21 18:04:25 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = C:/Users/dfoster/AppData/Local/Temp/RtmpC0iZKs/standata-7bbc74217686.json
# init = 2 (Default)
# random
#   seed = 110819
# output
#   file = C:/Users/dfoster/Documents/pila2021/02-data/03-results/pila_fecd-3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/dfoster/Documents/pila2021/02-data/03-results/fecd_model-profile-3.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.1
# stancflags = --name=fecd_model_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,kappa
# Adaptation terminated
# Step size = 0.772356
# Diagonal elements of inverse mass matrix:
# 0.0537038, 0.229209
-140.237,1,0.772356,2,3,0,141.545,-2.72438,0.0937416
-139.377,1,0.772356,2,3,0,140.197,-2.9895,0.0423331
-139.341,1,0.772356,2,7,0,139.442,-2.92277,0.0765247
-139.23,0.986876,0.772356,2,3,0,139.552,-2.86705,0.0475637
-139.268,0.979383,0.772356,3,7,0,139.501,-2.96901,0.0711429
-139.575,0.871197,0.772356,1,3,0,140.583,-2.79512,0.0404459
-139.743,0.964052,0.772356,2,3,0,140.155,-2.71562,0.0427262
-140.855,0.896858,0.772356,2,3,0,141.257,-2.52327,0.0427048
-141.003,0.989865,0.772356,3,7,0,141.179,-3.29603,0.0828063
-144.153,0.816047,0.772356,2,3,0,145.708,-2.5211,0.0174225
-140.645,0.916817,0.772356,2,7,0,145.989,-3.31551,0.0470314
-139.339,0.973824,0.772356,3,7,0,140.879,-2.78809,0.0512436
-140.459,0.856563,0.772356,3,7,0,140.803,-3.2919,0.0494777
-140.31,1,0.772356,1,1,0,140.584,-3.27123,0.0528849
-140.08,1,0.772356,2,3,0,140.701,-3.16402,0.0373272
-139.804,1,0.772356,2,3,0,140.09,-3.10865,0.0386412
-139.441,1,0.772356,2,3,0,139.854,-3.09965,0.0511984
-140.035,0.931895,0.772356,2,3,0,140.229,-2.63205,0.0512283
-139.276,0.956871,0.772356,2,3,0,140.846,-2.94992,0.0444021
-139.736,0.925982,0.772356,2,3,0,139.998,-2.768,0.0385517
-139.496,0.942641,0.772356,3,7,0,140.391,-3.09634,0.0663729
-139.37,1,0.772356,2,3,0,139.655,-2.77739,0.0595093
-139.668,0.960377,0.772356,2,3,0,139.99,-3.10325,0.0752584
-139.179,1,0.772356,3,7,0,139.584,-2.96586,0.0645035
-140.895,0.79132,0.772356,2,3,0,141.464,-3.23621,0.0962569
-139.653,1,0.772356,2,3,0,141.212,-3.11478,0.0427732
-139.653,0.844783,0.772356,1,3,0,141.282,-3.11478,0.0427732
-139.412,0.976029,0.772356,2,7,0,140.126,-2.89475,0.0407658
-139.774,0.931093,0.772356,1,1,0,139.785,-2.85595,0.0352022
-140.94,0.860055,0.772356,2,3,0,141.585,-2.54583,0.0354861
-139.771,0.859909,0.772356,2,3,0,142.682,-2.75091,0.0793242
-141.109,0.729998,0.772356,2,3,0,142.895,-2.5466,0.0764468
-139.33,1,0.772356,2,3,0,140.901,-3.05043,0.0647195
-139.21,0.965289,0.772356,2,3,0,139.739,-2.95813,0.0472937
-140.796,0.816541,0.772356,2,3,0,141.2,-3.07028,0.0272341
-140.196,1,0.772356,2,3,0,141.323,-3.18124,0.0823706
-140.394,0.994176,0.772356,3,7,0,141.04,-2.65907,0.0842159
-139.617,0.889698,0.772356,3,7,0,142.685,-3.01743,0.0380152
-141.801,0.861995,0.772356,2,3,0,142.024,-3.45168,0.048854
-140.461,1,0.772356,2,3,0,141.681,-3.27522,0.0421245
-140.827,0.958017,0.772356,1,1,0,140.904,-3.3158,0.0391378
